Nº,User,Tipo de perfil,Concatenar Instagram Link,Categoria,Fonte,Status
353,oconhecimentomilenar,Página / Canal / Blog,https://www.instagram.com/oconhecimentomilenar,Religião,Navegação Reels 07/11/2023,Aguardando extração
354,drjhones.implantes,Pessoal,https://www.instagram.com/drjhones.implantes,Fitness,Navegação Reels 07/11/2023,Aguardando extração
355,sandrosouzaro,Pessoal,https://www.instagram.com/sandrosouzaro,Entretenimento,Navegação Reels 07/11/2023,Aguardando extração
356,otto.professor,Pessoal,https://www.instagram.com/otto.professor,Educação,Navegação Reels 07/11/2023,Aguardando extração
357,mineirodasvendas,Pessoal,https://www.instagram.com/mineirodasvendas,Marketing,Navegação Reels 07/11/2023,Aguardando extração
358,manodeyvin,Pessoal,https://www.instagram.com/manodeyvin,Tecnologia,Navegação Reels 07/11/2023,Aguardando extração
359,sereaparecer,Marca,https://www.instagram.com/sereaparecer,Moda,Navegação Reels 07/11/2023,Aguardando extração
360,draclaudiakochenborger,Pessoal,https://www.instagram.com/draclaudiakochenborger,Saúde,Navegação Reels 07/11/2023,Aguardando extração
361,kaumirandab,Pessoal,https://www.instagram.com/kaumirandab,Marketing,Navegação Reels 07/11/2023,Aguardando extração
362,joaogorri,Pessoal,https://www.instagram.com/joaogorri,Marketing,Navegação Reels 07/11/2023,Aguardando extração
363,tonocosmos,Pessoal,https://www.instagram.com/tonocosmos,Motivação / Auto-conhecimento,Navegação Reels 07/11/2023,Aguardando extração
364,travisinbrazil,Pessoal,https://www.instagram.com/travisinbrazil,Motivação / Auto-conhecimento,Navegação Reels 07/11/2023,Aguardando extração
365,matheusdavilanutri,Pessoal,https://www.instagram.com/matheusdavilanutri,Fitness,Navegação Reels 07/11/2023,Aguardando extração
366,dezefaixaoutlet,Página / Canal / Blog,https://www.instagram.com/dezefaixaoutlet,Esportes,Navegação Reels 07/11/2023,Aguardando extração
367,mariadesign__,Pessoal,https://www.instagram.com/mariadesign__,Design / Motion / Fotografia,Navegação Reels 07/11/2023,Aguardando extração
368,mavinho_acoroni,Pessoal,https://www.instagram.com/mavinho_acoroni,Design / Motion / Fotografia,Navegação Reels 07/11/2023,Aguardando extração
369,drapatriciamayo,Pessoal,https://www.instagram.com/drapatriciamayo,Saúde,Navegação Reels 07/11/2023,Aguardando extração
370,arqlouisekonzen,Pessoal,https://www.instagram.com/arqlouisekonzen,Arquitetura e Decoração,Navegação Reels 07/11/2023,Aguardando extração
371,viscera.co,Marca,https://www.instagram.com/viscera.co,Marketing,Navegação Reels 07/11/2023,Aguardando extração
372,leticiapinheirosk,Pessoal,https://www.instagram.com/leticiapinheirosk,Motivação / Auto-conhecimento,Navegação Reels 07/11/2023,Aguardando extração
373,juliiamartini,Pessoal,https://www.instagram.com/juliiamartini,Artes cênicas / Dança,Navegação Reels 07/11/2023,Aguardando extração
374,cristovivesp,Pessoal,https://www.instagram.com/cristovivesp,Religião,Navegação Reels 07/11/2023,Aguardando extração
375,sarahbonizoli,Pessoal,https://www.instagram.com/sarahbonizoli,Design / Motion / Fotografia,Navegação Reels 07/11/2023,Aguardando extração
376,agencia.mapadajornada,Marca,https://www.instagram.com/agencia.mapadajornada,Marketing,Navegação Reels 07/11/2023,Aguardando extração
377,decoorart.mdf,Marca,https://www.instagram.com/decoorart.mdf,Arquitetura e Decoração,Navegação Reels 07/11/2023,Aguardando extração
378,medicinabrasill,Página / Canal / Blog,https://www.instagram.com/medicinabrasill,Educação,Navegação Reels 07/11/2023,Aguardando extração
379,player1,Página / Canal / Blog,https://www.instagram.com/player1,Games,Navegação Reels 07/11/2023,Aguardando extração
380,_bellelobato,Pessoal,https://www.instagram.com/_bellelobato,Fitness,Navegação Reels 07/11/2023,Aguardando extração
381,suzana.nascimento.adv,Pessoal,https://www.instagram.com/suzana.nascimento.adv,Direito / Política,Navegação Reels 07/11/2023,Aguardando extração
382,alexf.beliche,Pessoal,https://www.instagram.com/alexf.beliche,Moda,Navegação Reels 07/11/2023,Aguardando extração
383,vanicia_palhares,Pessoal,https://www.instagram.com/vanicia_palhares,Moda,Navegação Reels 07/11/2023,Aguardando extração
384,henri.nori,Pessoal,https://www.instagram.com/henri.nori,Entretenimento,Navegação Reels 07/11/2023,Aguardando extração
385,gilpinna,Pessoal,https://www.instagram.com/gilpinna,Marketing,Navegação Reels 07/11/2023,Aguardando extração
386,artcelulares,Marca,https://www.instagram.com/artcelulares,Tecnologia,Navegação Reels 07/11/2023,Aguardando extração
387,gabrielsouusa,Pessoal,https://www.instagram.com/gabrielsouusa,Design / Motion / Fotografia,Navegação Reels 07/11/2023,Aguardando extração
388,enzopacces,Pessoal,https://www.instagram.com/enzopacces,Lifestytle,Navegação Reels 07/11/2023,Aguardando extração
389,girobatini,Pessoal,https://www.instagram.com/girobatini,Artes cênicas / Dança,Navegação Reels 07/11/2023,Aguardando extração
390,casaltransforma,Pessoal,https://www.instagram.com/casaltransforma,Arquitetura e Decoração,Navegação Reels 07/11/2023,Aguardando extração
391,metodoactingles,Marca,https://www.instagram.com/metodoactingles,Educação,Navegação Reels 07/11/2023,Aguardando extração
392,jefe.vilanova,Pessoal,https://www.instagram.com/jefe.vilanova,Design / Motion / Fotografia,Navegação Reels 07/11/2023,Aguardando extração
393,thaisguimaraes.design,Pessoal,https://www.instagram.com/thaisguimaraes.design,Design / Motion / Fotografia,Navegação Reels 07/11/2023,Aguardando extração
394,omattgazzola,Pessoal,https://www.instagram.com/omattgazzola,Imigração / Nômade / Trabalho Remoto,Navegação Reels 07/11/2023,Aguardando extração
395,nutri.ronannakau,Pessoal,https://www.instagram.com/nutri.ronannakau,Nutrição,Navegação Reels 07/11/2023,Aguardando extração
396,anajords,Pessoal,https://www.instagram.com/anajords,Empreendedorismo,Navegação Reels 07/11/2023,Aguardando extração
397,guiadapl,Página / Canal / Blog,https://www.instagram.com/guiadapl,Esportes,Navegação Reels 07/11/2023,Aguardando extração
398,futebol_engracado60,Página / Canal / Blog,https://www.instagram.com/futebol_engracado60,Esportes,Navegação Reels 07/11/2023,Aguardando extração
399,leopinheiro.lp,Pessoal,https://www.instagram.com/leopinheiro.lp,Lifestytle,Navegação Reels 07/11/2023,Aguardando extração
400,marcelomanutencao_,Pessoal,https://www.instagram.com/marcelomanutencao_,Arquitetura e Decoração,Navegação Reels 07/11/2023,Aguardando extração
401,soueunosesportes,Página / Canal / Blog,https://www.instagram.com/soueunosesportes,Esportes,Navegação Reels 07/11/2023,Aguardando extração
402,margarida.vii,Pessoal,https://www.instagram.com/margarida.vii,Lifestytle,Navegação Reels 07/11/2023,Aguardando extração
403,memes.manual.fisica,Página / Canal / Blog,https://www.instagram.com/memes.manual.fisica,Educação,Navegação Reels 07/11/2023,Aguardando extração
404,sentido.geek,Página / Canal / Blog,https://www.instagram.com/sentido.geek,Entretenimento,Navegação Reels 07/11/2023,Aguardando extração
405,brunogordoooo,Pessoal,https://www.instagram.com/brunogordoooo,Fitness,Navegação Reels 07/11/2023,Aguardando extração
406,guilhermehubertreinador,Pessoal,https://www.instagram.com/guilhermehubertreinador,Empreendedorismo,Navegação Reels 07/11/2023,Aguardando extração
407,lucam0relli,Pessoal,https://www.instagram.com/lucam0relli,Entretenimento,Navegação Reels 07/11/2023,Aguardando extração
408,dailly_gab,Pessoal,https://www.instagram.com/dailly_gab,Educação,Navegação Reels 07/11/2023,Aguardando extração
409,dripfate,Pessoal,https://www.instagram.com/dripfate,Entretenimento,Navegação Reels 07/11/2023,Aguardando extração
410,eduardo.godinho,Pessoal,https://www.instagram.com/eduardo.godinho,Fitness,Navegação Reels 07/11/2023,Aguardando extração
411,apeferraolima,Pessoal,https://www.instagram.com/apeferraolima,Família,Navegação Reels 07/11/2023,Aguardando extração
412,jotajotapodcast,Página / Canal / Blog,https://www.instagram.com/jotajotapodcast,Motivação / Auto-conhecimento,Navegação Reels 07/11/2023,Aguardando extração
413,arquivocinema,Página / Canal / Blog,https://www.instagram.com/arquivocinema,Entretenimento,Navegação Reels 07/11/2023,Aguardando extração
414,fabriciomoresco,Pessoal,https://www.instagram.com/fabriciomoresco,Motivação / Auto-conhecimento,Navegação Reels 07/11/2023,Aguardando extração
415,agencia.abx,Marca,https://www.instagram.com/agencia.abx,Marketing,Navegação Reels 07/11/2023,Aguardando extração
416,pinhastudio,Pessoal,https://www.instagram.com/pinhastudio,Design / Motion / Fotografia,Navegação Reels 07/11/2023,Aguardando extração
417,nadimesamaha,Pessoal,https://www.instagram.com/nadimesamaha,Lifestytle,Navegação Reels 07/11/2023,Aguardando extração
418,psi.leonardorodrigues,Pessoal,https://www.instagram.com/psi.leonardorodrigues,Auto-cuidado,Navegação Reels 07/11/2023,Aguardando extração
419,faeldiogo,Pessoal,https://www.instagram.com/faeldiogo,Design / Motion / Fotografia,Navegação Reels 07/11/2023,Aguardando extração
420,laurataege,Pessoal,https://www.instagram.com/laurataege,Entretenimento,Navegação Reels 07/11/2023,Aguardando extração
421,byicones,Página / Canal / Blog,https://www.instagram.com/byicones,Música,Navegação Reels 07/11/2023,Aguardando extração
422,jessicaandrade.eu,Pessoal,https://www.instagram.com/jessicaandrade.eu,Moda,Navegação Reels 07/11/2023,Aguardando extração
423,larabfeitozaa,Pessoal,https://www.instagram.com/larabfeitozaa,Empreendedorismo,Navegação Reels 07/11/2023,Aguardando extração
424,isacmp,Pessoal,https://www.instagram.com/isacmp,Fitness,Navegação Reels 07/11/2023,Aguardando extração
425,clube_os_parcas,Página / Canal / Blog,https://www.instagram.com/clube_os_parcas,Infantil,Navegação Reels 07/11/2023,Aguardando extração
426,fuinhar,Pessoal,https://www.instagram.com/fuinhar,Lifestytle,Navegação Reels 07/11/2023,Aguardando extração
427,karina.minoda,Pessoal,https://www.instagram.com/karina.minoda,Entretenimento,Navegação Reels 07/11/2023,Aguardando extração
428,gabbyfavilla,Pessoal,https://www.instagram.com/gabbyfavilla,Educação,Navegação Reels 07/11/2023,Aguardando extração
429,dicasdenatty,Pessoal,https://www.instagram.com/dicasdenatty,Viagem e turismo,Navegação Reels 07/11/2023,Aguardando extração
430,pereiraamorimoficial,Pessoal,https://www.instagram.com/pereiraamorimoficial,Marketing,Navegação Reels 07/11/2023,Aguardando extração
431,estudeanah,Pessoal,https://www.instagram.com/estudeanah,Lifestytle,Navegação Reels 07/11/2023,Aguardando extração
432,ojackverso,Pessoal,https://www.instagram.com/ojackverso,Design / Motion / Fotografia,Navegação Reels 07/11/2023,Aguardando extração
433,nocedanielle,Pessoal,https://www.instagram.com/nocedanielle,Empreendedorismo,Navegação Reels 07/11/2023,Aguardando extração
434,thagnerramos,Pessoal,https://www.instagram.com/thagnerramos,Empreendedorismo,Navegação Reels 07/11/2023,Aguardando extração
435,brunosaldanhafoto,Pessoal,https://www.instagram.com/brunosaldanhafoto,Design / Motion / Fotografia,Navegação Reels 07/11/2023,Aguardando extração
436,estrat_consultoria,Pessoal,https://www.instagram.com/estrat_consultoria,Empreendedorismo,Navegação Reels 07/11/2023,Aguardando extração
437,josedosreiscardio,Pessoal,https://www.instagram.com/josedosreiscardio,Entretenimento,Navegação Reels 07/11/2023,Aguardando extração
438,tamararfreitas,Pessoal,https://www.instagram.com/tamararfreitas,Lifestytle,Navegação Reels 07/11/2023,Aguardando extração
439,marcadopenalt,Página / Canal / Blog,https://www.instagram.com/marcadopenalt,Esportes,Navegação Reels 07/11/2023,Aguardando extração
440,maviagenciabr,Marca,https://www.instagram.com/maviagenciabr,Marketing,Navegação Reels 07/11/2023,Aguardando extração
441,lorenafreitasc,Pessoal,https://www.instagram.com/lorenafreitasc,Fitness,Navegação Reels 07/11/2023,Aguardando extração
442,rdmemes.mix,Página / Canal / Blog,https://www.instagram.com/rdmemes.mix,Entretenimento,Navegação Reels 07/11/2023,Aguardando extração
443,atividade.complementares,Marca,https://www.instagram.com/atividade.complementares,Educação,Navegação Reels 07/11/2023,Aguardando extração
444,noticeswift,Página / Canal / Blog,https://www.instagram.com/noticeswift,Música,Navegação Reels 07/11/2023,Aguardando extração
445,fomedenovidade_,Pessoal,https://www.instagram.com/fomedenovidade_,Gastronomia,Navegação Reels 07/11/2023,Aguardando extração
446,thiago.reis.gm,Pessoal,https://www.instagram.com/thiago.reis.gm,Empreendedorismo,Navegação Reels 07/11/2023,Aguardando extração
447,g4podcasts,Página / Canal / Blog,https://www.instagram.com/g4podcasts,Empreendedorismo,Navegação Reels 07/11/2023,Aguardando extração
448,basquetetalks,Página / Canal / Blog,https://www.instagram.com/basquetetalks,Esportes,Navegação Reels 07/11/2023,Aguardando extração
449,anjobrunobr,Página / Canal / Blog,https://www.instagram.com/anjobrunobr,Música,Navegação Reels 07/11/2023,Aguardando extração
450,ritieli_natane,Pessoal,https://www.instagram.com/ritieli_natane,Entretenimento,Navegação Reels 07/11/2023,Aguardando extração
451,teclat.of,Marca,https://www.instagram.com/teclat.of,Tecnologia,Navegação Reels 07/11/2023,Aguardando extração
452,paradigma.education,Página / Canal / Blog,https://www.instagram.com/paradigma.education,Finanças,Navegação Reels 07/11/2023,Aguardando extração
453,gs.agencia,Marca,https://www.instagram.com/gs.agencia,Marketing,Navegação Reels 07/11/2023,Aguardando extração
454,vinicius.4364,Pessoal,https://www.instagram.com/vinicius.4364,Entretenimento,Navegação Reels 07/11/2023,Aguardando extração
455,nucleodedancadosnoivos,Marca,https://www.instagram.com/nucleodedancadosnoivos,Casamento,Navegação Reels 07/11/2023,Aguardando extração
456,felipekersch,Pessoal,https://www.instagram.com/felipekersch,Games,Navegação Reels 07/11/2023,Aguardando extração
457,oapecentoedois,Pessoal,https://www.instagram.com/oapecentoedois,Arquitetura e Decoração,Navegação Reels 07/11/2023,Aguardando extração
458,babruna,Pessoal,https://www.instagram.com/babruna,Marketing,Navegação Reels 07/11/2023,Aguardando extração
459,beautydaduda,Pessoal,https://www.instagram.com/beautydaduda,Maquiagem,Navegação Reels 07/11/2023,Aguardando extração
460,brasileiros.nos.eua,Página / Canal / Blog,https://www.instagram.com/brasileiros.nos.eua,Entretenimento,Navegação Reels 07/11/2023,Aguardando extração
461,malureadingworld,Pessoal,https://www.instagram.com/malureadingworld,Livros,Navegação Reels 07/11/2023,Aguardando extração
462,clebermarketeiro,Pessoal,https://www.instagram.com/clebermarketeiro,Marketing,Navegação Reels 07/11/2023,Aguardando extração
463,mariamarcolinafilmes,Pessoal,https://www.instagram.com/mariamarcolinafilmes,Design / Motion / Fotografia,Navegação Reels 07/11/2023,Aguardando extração
464,brunohdh,Pessoal,https://www.instagram.com/brunohdh,Marketing,Navegação Reels 07/11/2023,Aguardando extração
465,jainecarvaalho,Pessoal,https://www.instagram.com/jainecarvaalho,Lifestytle,Navegação Reels 07/11/2023,Aguardando extração
466,enfbeatrizm,Pessoal,https://www.instagram.com/enfbeatrizm,Entretenimento,Navegação Reels 07/11/2023,Aguardando extração
467,whitehat.forum,Página / Canal / Blog,https://www.instagram.com/whitehat.forum,Entretenimento,Navegação Reels 07/11/2023,Aguardando extração
468,drizzle_sp,Marca,https://www.instagram.com/drizzle_sp,Moda,Navegação Reels 07/11/2023,Aguardando extração
469,voltarapidaf1,Página / Canal / Blog,https://www.instagram.com/voltarapidaf1,Automobilismo,Navegação Reels 07/11/2023,Aguardando extração
470,curiosidadedabola,Página / Canal / Blog,https://www.instagram.com/curiosidadedabola,Esportes,Navegação Reels 07/11/2023,Aguardando extração
471,cine_fandom,Página / Canal / Blog,https://www.instagram.com/cine_fandom,Entretenimento,Navegação Reels 07/11/2023,Aguardando extração
472,biamascotto,Pessoal,https://www.instagram.com/biamascotto,Entretenimento,Navegação Reels 07/11/2023,Aguardando extração
473,david_solucoes,Pessoal,https://www.instagram.com/david_solucoes,DIY / Artesanato / Invenções,Navegação Reels 07/11/2023,Aguardando extração
474,dirigindocommaraschneider,Pessoal,https://www.instagram.com/dirigindocommaraschneider,Educação,Navegação Reels 07/11/2023,Aguardando extração
475,petrolhead.oficial,Página / Canal / Blog,https://www.instagram.com/petrolhead.oficial,Automobilismo,Navegação Reels 07/11/2023,Aguardando extração
476,daltonfpcabral,Pessoal,https://www.instagram.com/daltonfpcabral,Empreendedorismo,Navegação Reels 07/11/2023,Aguardando extração
477,gabcodes,Pessoal,https://www.instagram.com/gabcodes,Tecnologia,Navegação Reels 07/11/2023,Aguardando extração
478,flacarboni,Pessoal,https://www.instagram.com/flacarboni,Marketing,Navegação Reels 07/11/2023,Aguardando extração
479,laraselem,Pessoal,https://www.instagram.com/laraselem,Direito / Política,Navegação Reels 07/11/2023,Aguardando extração
480,farialima.elevato,Página / Canal / Blog,https://www.instagram.com/farialima.elevato,Entretenimento,Navegação Reels 07/11/2023,Aguardando extração
481,sokenstefany,Pessoal,https://www.instagram.com/sokenstefany,Lifestytle,Navegação Reels 07/11/2023,Aguardando extração
482,portaldosmateriais,Marca,https://www.instagram.com/portaldosmateriais,Arquitetura e Decoração,Navegação Reels 07/11/2023,Aguardando extração
483,pancreasartificial,Pessoal,https://www.instagram.com/pancreasartificial,Saúde,Navegação Reels 07/11/2023,Aguardando extração
484,companyhero_br,Marca,https://www.instagram.com/companyhero_br,Serviços B2B,Navegação Reels 07/11/2023,Aguardando extração
485,thuanedoerner,Pessoal,https://www.instagram.com/thuanedoerner,Entretenimento,Navegação Reels 07/11/2023,Aguardando extração
486,hotelariaironica,Página / Canal / Blog,https://www.instagram.com/hotelariaironica,Entretenimento,Navegação Reels 07/11/2023,Aguardando extração
487,ancapkobra,Página / Canal / Blog,https://www.instagram.com/ancapkobra,Entretenimento,Navegação Reels 07/11/2023,Aguardando extração
488,gustavo.business_,Pessoal,https://www.instagram.com/gustavo.business_,Empreendedorismo,Navegação Reels 07/11/2023,Aguardando extração
489,rogerionaamerica,Pessoal,https://www.instagram.com/rogerionaamerica,Entretenimento,Navegação Reels 07/11/2023,Aguardando extração
490,olha.praisso.ofc,Página / Canal / Blog,https://www.instagram.com/olha.praisso.ofc,Entretenimento,Navegação Reels 07/11/2023,Aguardando extração
491,formulaeesc,Marca,https://www.instagram.com/formulaeesc,Tecnologia,Navegação Reels 07/11/2023,Aguardando extração
492,entrevistamento,Página / Canal / Blog,https://www.instagram.com/entrevistamento,Entretenimento,Navegação Reels 07/11/2023,Aguardando extração
493,natielebertapeli,Pessoal,https://www.instagram.com/natielebertapeli,Empreendedorismo,Navegação Reels 07/11/2023,Aguardando extração
494,uberdepre,Página / Canal / Blog,https://www.instagram.com/uberdepre,Entretenimento,Navegação Reels 07/11/2023,Aguardando extração
495,mairiporamilgrau,Página / Canal / Blog,https://www.instagram.com/mairiporamilgrau,Entretenimento,Navegação Reels 07/11/2023,Aguardando extração
496,tonnypk_,Pessoal,https://www.instagram.com/tonnypk_,Tecnologia,Navegação Reels 07/11/2023,Aguardando extração
497,denismiyabara,Pessoal,https://www.instagram.com/denismiyabara,Finanças,Navegação Reels 07/11/2023,Aguardando extração
498,pastorjeffersonfulvio,Pessoal,https://www.instagram.com/pastorjeffersonfulvio,Religião,Navegação Reels 07/11/2023,Aguardando extração
499,obrigadeirodosartistaas,Pessoal,https://www.instagram.com/obrigadeirodosartistaas,Empreendedorismo,Navegação Reels 07/11/2023,Aguardando extração
500,noticiasoficinag3,Página / Canal / Blog,https://www.instagram.com/noticiasoficinag3,Automobilismo,Navegação Reels 07/11/2023,Aguardando extração
501,renataecchertacca,Pessoal,https://www.instagram.com/renataecchertacca,Entretenimento,Navegação Reels 07/11/2023,Aguardando extração
502,netmotors.com.br,Página / Canal / Blog,https://www.instagram.com/netmotors.com.br,Automobilismo,Navegação Reels 07/11/2023,Aguardando extração
503,agarotadoxadrez,Pessoal,https://www.instagram.com/agarotadoxadrez,Lifestytle,Navegação Reels 07/11/2023,Aguardando extração
504,t4torlando,Marca,https://www.instagram.com/t4torlando,Viagem e turismo,Navegação Reels 07/11/2023,Aguardando extração
505,podpah,Página / Canal / Blog,https://www.instagram.com/podpah,Entretenimento,Navegação Reels 07/11/2023,Aguardando extração
506,brasilcode_,Página / Canal / Blog,https://www.instagram.com/brasilcode_,Tecnologia,Navegação Reels 07/11/2023,Aguardando extração
507,vaganerd,Pessoal,https://www.instagram.com/vaganerd,Games,Navegação Reels 07/11/2023,Aguardando extração
508,bemsucedidooficial,Página / Canal / Blog,https://www.instagram.com/bemsucedidooficial,Motivação / Auto-conhecimento,Navegação Reels 07/11/2023,Aguardando extração
509,carinafragozo,Pessoal,https://www.instagram.com/carinafragozo,Educação,Navegação Reels 07/11/2023,Aguardando extração
510,cristaocacheado,Pessoal,https://www.instagram.com/cristaocacheado,Entretenimento,Navegação Reels 07/11/2023,Aguardando extração
511,enjoycast,Página / Canal / Blog,https://www.instagram.com/enjoycast,Empreendedorismo,Navegação Reels 07/11/2023,Aguardando extração
512,bonin.arquitetura,Marca,https://www.instagram.com/bonin.arquitetura,Arquitetura e Decoração,Navegação Reels 07/11/2023,Aguardando extração
513,megahahoo,Página / Canal / Blog,https://www.instagram.com/megahahoo,Entretenimento,Navegação Reels 07/11/2023,Aguardando extração
514,aalcateianerd,Página / Canal / Blog,https://www.instagram.com/aalcateianerd,Fitness,Navegação Reels 07/11/2023,Aguardando extração
515,duwbusiness,Pessoal,https://www.instagram.com/duwbusiness,Lifestytle,Navegação Reels 07/11/2023,Aguardando extração
516,pizzariadeliverydesucesso,Marca,https://www.instagram.com/pizzariadeliverydesucesso,Gastronomia,Navegação Reels 07/11/2023,Aguardando extração
517,viapositiva32,Página / Canal / Blog,https://www.instagram.com/viapositiva32,Motivação / Auto-conhecimento,Navegação Reels 07/11/2023,Aguardando extração
518,tdahzando,Página / Canal / Blog,https://www.instagram.com/tdahzando,Saúde,Navegação Reels 07/11/2023,Aguardando extração
519,salinhadomrad,Pessoal,https://www.instagram.com/salinhadomrad,Educação,Navegação Reels 07/11/2023,Aguardando extração
520,kallianyreal,Pessoal,https://www.instagram.com/kallianyreal,Arquitetura e Decoração,Navegação Reels 07/11/2023,Aguardando extração
521,dentistamusical,Pessoal,https://www.instagram.com/dentistamusical,Saúde,Navegação Reels 07/11/2023,Aguardando extração
522,tvcultura,Marca,https://www.instagram.com/tvcultura,Entretenimento,Navegação Reels 07/11/2023,Aguardando extração
523,engdouglaseverton22,Pessoal,https://www.instagram.com/engdouglaseverton22,Arquitetura e Decoração,Navegação Reels 07/11/2023,Aguardando extração
524,luizfernandoroxo,Pessoal,https://www.instagram.com/luizfernandoroxo,Empreendedorismo,Navegação Reels 07/11/2023,Aguardando extração
525,geniodapagina,Página / Canal / Blog,https://www.instagram.com/geniodapagina,Entretenimento,Navegação Reels 07/11/2023,Aguardando extração
526,,,https://www.instagram.com/,,,
527,,,https://www.instagram.com/,,,
528,,,https://www.instagram.com/,,,
529,,,https://www.instagram.com/,,,
530,,,https://www.instagram.com/,,,
531,,,https://www.instagram.com/,,,
532,,,https://www.instagram.com/,,,
533,,,https://www.instagram.com/,,,
534,,,https://www.instagram.com/,,,
535,,,https://www.instagram.com/,,,
536,,,https://www.instagram.com/,,,
537,,,https://www.instagram.com/,,,
538,,,https://www.instagram.com/,,,
539,,,https://www.instagram.com/,,,
540,,,https://www.instagram.com/,,,
541,,,https://www.instagram.com/,,,
542,,,https://www.instagram.com/,,,
543,,,https://www.instagram.com/,,,
544,,,https://www.instagram.com/,,,
545,,,https://www.instagram.com/,,,
546,,,https://www.instagram.com/,,,
547,,,https://www.instagram.com/,,,
548,,,https://www.instagram.com/,,,
549,,,https://www.instagram.com/,,,
550,,,https://www.instagram.com/,,,
551,,,https://www.instagram.com/,,,
552,,,https://www.instagram.com/,,,
553,,,https://www.instagram.com/,,,
554,,,https://www.instagram.com/,,,
555,,,https://www.instagram.com/,,,
556,,,https://www.instagram.com/,,,
557,,,https://www.instagram.com/,,,
558,,,https://www.instagram.com/,,,
559,,,https://www.instagram.com/,,,
560,,,https://www.instagram.com/,,,
561,,,https://www.instagram.com/,,,
562,,,https://www.instagram.com/,,,
563,,,https://www.instagram.com/,,,
564,,,https://www.instagram.com/,,,
565,,,https://www.instagram.com/,,,
566,,,https://www.instagram.com/,,,
567,,,https://www.instagram.com/,,,
568,,,https://www.instagram.com/,,,
569,,,https://www.instagram.com/,,,
570,,,https://www.instagram.com/,,,
571,,,https://www.instagram.com/,,,
572,,,https://www.instagram.com/,,,
573,,,https://www.instagram.com/,,,
574,,,https://www.instagram.com/,,,
575,,,https://www.instagram.com/,,,
576,,,https://www.instagram.com/,,,
577,,,https://www.instagram.com/,,,
578,,,https://www.instagram.com/,,,
579,,,https://www.instagram.com/,,,
580,,,https://www.instagram.com/,,,
581,,,https://www.instagram.com/,,,
582,,,https://www.instagram.com/,,,
583,,,https://www.instagram.com/,,,
584,,,https://www.instagram.com/,,,
585,,,https://www.instagram.com/,,,
586,,,https://www.instagram.com/,,,
587,,,https://www.instagram.com/,,,
588,,,https://www.instagram.com/,,,
589,,,https://www.instagram.com/,,,
590,,,https://www.instagram.com/,,,
591,,,https://www.instagram.com/,,,
592,,,https://www.instagram.com/,,,
593,,,https://www.instagram.com/,,,
594,,,https://www.instagram.com/,,,
595,,,https://www.instagram.com/,,,
596,,,https://www.instagram.com/,,,
597,,,https://www.instagram.com/,,,
598,,,https://www.instagram.com/,,,
599,,,https://www.instagram.com/,,,
600,,,https://www.instagram.com/,,,
601,,,https://www.instagram.com/,,,
602,,,https://www.instagram.com/,,,
603,,,https://www.instagram.com/,,,
604,,,https://www.instagram.com/,,,
605,,,https://www.instagram.com/,,,
606,,,https://www.instagram.com/,,,
607,,,https://www.instagram.com/,,,
608,,,https://www.instagram.com/,,,
609,,,https://www.instagram.com/,,,
610,,,https://www.instagram.com/,,,
611,,,https://www.instagram.com/,,,
612,,,https://www.instagram.com/,,,
613,,,https://www.instagram.com/,,,
614,,,https://www.instagram.com/,,,
615,,,https://www.instagram.com/,,,
616,,,https://www.instagram.com/,,,
617,,,https://www.instagram.com/,,,
618,,,https://www.instagram.com/,,,
619,,,https://www.instagram.com/,,,
620,,,https://www.instagram.com/,,,
621,,,https://www.instagram.com/,,,
622,,,https://www.instagram.com/,,,
623,,,https://www.instagram.com/,,,
624,,,https://www.instagram.com/,,,
625,,,https://www.instagram.com/,,,
626,,,https://www.instagram.com/,,,
627,,,https://www.instagram.com/,,,
628,,,https://www.instagram.com/,,,
629,,,https://www.instagram.com/,,,
630,,,https://www.instagram.com/,,,
631,,,https://www.instagram.com/,,,
632,,,https://www.instagram.com/,,,
633,,,https://www.instagram.com/,,,
634,,,https://www.instagram.com/,,,
635,,,https://www.instagram.com/,,,
636,,,https://www.instagram.com/,,,
637,,,https://www.instagram.com/,,,
638,,,https://www.instagram.com/,,,
639,,,https://www.instagram.com/,,,
640,,,https://www.instagram.com/,,,
641,,,https://www.instagram.com/,,,
642,,,https://www.instagram.com/,,,
643,,,https://www.instagram.com/,,,
644,,,https://www.instagram.com/,,,
645,,,https://www.instagram.com/,,,
646,,,https://www.instagram.com/,,,
647,,,https://www.instagram.com/,,,
648,,,https://www.instagram.com/,,,
649,,,https://www.instagram.com/,,,
650,,,https://www.instagram.com/,,,
651,,,https://www.instagram.com/,,,
652,,,https://www.instagram.com/,,,
653,,,https://www.instagram.com/,,,
654,,,https://www.instagram.com/,,,
655,,,https://www.instagram.com/,,,
656,,,https://www.instagram.com/,,,
657,,,https://www.instagram.com/,,,
658,,,https://www.instagram.com/,,,
659,,,https://www.instagram.com/,,,
660,,,https://www.instagram.com/,,,
661,,,https://www.instagram.com/,,,
662,,,https://www.instagram.com/,,,
663,,,https://www.instagram.com/,,,
664,,,https://www.instagram.com/,,,
665,,,https://www.instagram.com/,,,
666,,,https://www.instagram.com/,,,
667,,,https://www.instagram.com/,,,
668,,,https://www.instagram.com/,,,
669,,,https://www.instagram.com/,,,
670,,,https://www.instagram.com/,,,
671,,,https://www.instagram.com/,,,
